x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.6791369318962097,1.030571460723877,-3.3611368621677684e-07,0.7469170689582825,0.9805505871772766,-0.02462819218635559,0.8048880696296692,0.8835601210594177,-0.03314884006977081,0.835546612739563,0.7993661165237427,-0.04567565396428108,0.8676665425300598,0.7364192008972168,-0.054746534675359726,0.7494310736656189,0.7623656392097473,0.01003844290971756,0.7642915844917297,0.6825369596481323,-0.02999926544725895,0.7668135166168213,0.7399804592132568,-0.05565552040934563,0.7609478235244751,0.8114708065986633,-0.061462730169296265,0.6974307298660278,0.7592089176177979,0.007565983105450869,0.7163653373718262,0.672636866569519,-0.0376826748251915,0.7165831923484802,0.7611755728721619,-0.057589780539274216,0.713083028793335,0.8426931500434875,-0.05608229711651802,0.64149010181427,0.7660173177719116,-0.0026088261511176825,0.6611764430999756,0.6986390948295593,-0.04791649803519249,0.6663480997085571,0.7847117781639099,-0.05055522918701172,0.6676194667816162,0.8612837195396423,-0.035351477563381195,0.580435037612915,0.7846383452415466,-0.014735570177435875,0.5910043716430664,0.7045091986656189,-0.03709976002573967,0.6142258644104004,0.6999703049659729,-0.032439813017845154,0.633811354637146,0.7097776532173157,-0.020030295476317406,X
0.6467445492744446,0.9787988662719727,-3.73902992123476e-07,0.735112726688385,0.9455512762069702,-0.025298157706856728,0.8057150840759277,0.8386176228523254,-0.03224312141537666,0.8451582193374634,0.7458099126815796,-0.04143094643950462,0.8766274452209473,0.6744984984397888,-0.04585523530840874,0.7696647047996521,0.7011498808860779,0.009290328249335289,0.7909089922904968,0.6204875111579895,-0.026492895558476448,0.7820643782615662,0.6963462829589844,-0.04771846905350685,0.7663275003433228,0.7623757719993591,-0.053202662616968155,0.7155790328979492,0.6910055875778198,0.008983418345451355,0.7343940734863281,0.606140673160553,-0.027673140168190002,0.7314103245735168,0.70835942029953,-0.037178609520196915,0.7247181534767151,0.7819498181343079,-0.030796587467193604,0.6560637950897217,0.6957915425300598,0.0009806917514652014,0.6750051975250244,0.6205587387084961,-0.040028415620326996,0.6831695437431335,0.7214463949203491,-0.03322266414761543,0.682184100151062,0.7948690056800842,-0.013776780106127262,0.5932261943817139,0.7141249775886536,-0.009048947133123875,0.6213947534561157,0.6472479701042175,-0.038633789867162704,0.6440982818603516,0.7165684103965759,-0.03004426322877407,0.6529461145401001,0.7787702083587646,-0.012561352923512459,X
0.6421365737915039,0.9459197521209717,-3.105608641362778e-07,0.7379113435745239,0.9013222455978394,-0.012134977616369724,0.8083126544952393,0.797304093837738,-0.012453211471438408,0.8438141345977783,0.7069759964942932,-0.018403122201561928,0.8748342990875244,0.6401405334472656,-0.022024407982826233,0.7662003636360168,0.6745081543922424,0.017739634960889816,0.7862719893455505,0.5829919576644897,-0.01353447325527668,0.7852867841720581,0.6344625949859619,-0.0337776355445385,0.7757360339164734,0.6965911984443665,-0.03859606012701988,0.7112101316452026,0.6642453074455261,0.012671937234699726,0.7307716608047485,0.5756507515907288,-0.020687885582447052,0.7303598523139954,0.6642886400222778,-0.033237677067518234,0.7250578999519348,0.736534059047699,-0.030094442889094353,0.6534505486488342,0.6669134497642517,0.0017502959817647934,0.6732203960418701,0.5858060121536255,-0.032617293298244476,0.6819952130317688,0.6755056381225586,-0.02938139997422695,0.6809870004653931,0.7477180361747742,-0.0141506502404809,0.5916680693626404,0.6821004748344421,-0.010240492410957813,0.6157026886940002,0.6008036732673645,-0.03176836296916008,0.6431872248649597,0.6509994864463806,-0.023740200325846672,0.657785177230835,0.7070780396461487,-0.008630710653960705,X
0.6428868770599365,0.9500093460083008,-4.049997244237602e-07,0.7388973236083984,0.9018846750259399,-0.009408161975443363,0.807637095451355,0.7931396961212158,-0.009080535732209682,0.8417322039604187,0.7014047503471375,-0.0147189786657691,0.8754002451896667,0.6385197639465332,-0.01773218810558319,0.7628768086433411,0.6732879281044006,0.015143299475312233,0.7857993245124817,0.5805254578590393,-0.015993483364582062,0.7860348224639893,0.6416974067687988,-0.035658206790685654,0.7747949361801147,0.7064124345779419,-0.04065381735563278,0.7089220881462097,0.6651427745819092,0.008094333112239838,0.7319206595420837,0.5758013129234314,-0.024077268317341805,0.7317707538604736,0.666865885257721,-0.03531770780682564,0.7233948111534119,0.7373456358909607,-0.03240776062011719,0.6513372659683228,0.6691300272941589,-0.004296106286346912,0.674464225769043,0.5876753926277161,-0.038547441363334656,0.6837801933288574,0.6822726726531982,-0.03411560133099556,0.6804670095443726,0.755376935005188,-0.01863415539264679,0.5890384912490845,0.6857020854949951,-0.017471056431531906,0.6140962839126587,0.6048840284347534,-0.03952173516154289,0.6427333950996399,0.6597000360488892,-0.03080025501549244,0.6572389006614685,0.7187134027481079,-0.015480054542422295,X
0.6231821775436401,0.9086177945137024,-3.9679585484009294e-07,0.7233313918113708,0.8555845022201538,-0.006540660280734301,0.7968635559082031,0.7485581636428833,-0.004024574067443609,0.8346125483512878,0.658903181552887,-0.008108490146696568,0.8644329309463501,0.594868540763855,-0.009924919344484806,0.7541977167129517,0.6362980604171753,0.021858612075448036,0.7755537033081055,0.5435378551483154,-0.0077134077437222,0.770100474357605,0.6056972146034241,-0.026662928983569145,0.757394015789032,0.6642048358917236,-0.03162262216210365,0.7002512216567993,0.6239563226699829,0.014080345630645752,0.7223107814788818,0.5379045009613037,-0.015409881249070168,0.7154231071472168,0.6293290853500366,-0.02600492723286152,0.7040684223175049,0.6908853054046631,-0.023163726553320885,0.642627477645874,0.6248037219047546,0.0008649122319184244,0.662994384765625,0.5464672446250916,-0.032286252826452255,0.665966272354126,0.6431228518486023,-0.025691838935017586,0.6592721939086914,0.7087337374687195,-0.00921135675162077,0.5793377757072449,0.6370794773101807,-0.01279380451887846,0.6043387651443481,0.5575429797172546,-0.03432072326540947,0.6258314251899719,0.6232799291610718,-0.02211538515985012,0.6334710121154785,0.6848750114440918,-0.004087463952600956,X
0.5999324917793274,0.8645001649856567,-4.0521271671423165e-07,0.7043284773826599,0.8126345872879028,-0.00567236403003335,0.7766172885894775,0.702189564704895,-0.0007663339492864907,0.8156121373176575,0.6113162636756897,-0.0016319470014423132,0.8469085693359375,0.5491461157798767,-0.00039781644591130316,0.7300238609313965,0.5908998250961304,0.017187289893627167,0.7530582547187805,0.49556171894073486,-0.00957572739571333,0.7451068162918091,0.5575081706047058,-0.024534763768315315,0.7323399186134338,0.6179088354110718,-0.027136001735925674,0.6735683679580688,0.5818401575088501,0.010058716870844364,0.6911046504974365,0.48977476358413696,-0.01721206121146679,0.6842947602272034,0.5851544737815857,-0.02420572191476822,0.6765732765197754,0.6506245136260986,-0.019331879913806915,0.6154040098190308,0.5863674283027649,-0.0019392657559365034,0.6348417401313782,0.5147429704666138,-0.03517432510852814,0.6353131532669067,0.6156356930732727,-0.02815479040145874,0.6292325258255005,0.6824547052383423,-0.011505679227411747,0.5542620420455933,0.6022630333900452,-0.013989361003041267,0.5776408314704895,0.5226768255233765,-0.03622986003756523,0.5985867977142334,0.5866535305976868,-0.024919239804148674,0.6071822643280029,0.6470572352409363,-0.007900790311396122,X
0.584644615650177,0.836957573890686,-5.069763346909895e-07,0.6901363134384155,0.7843341827392578,-0.007761868182569742,0.7575019001960754,0.676197350025177,-0.005954346153885126,0.7952297329902649,0.5803229212760925,-0.01092088595032692,0.8303041458129883,0.516227662563324,-0.01325515378266573,0.7166761159896851,0.5631666779518127,0.019172385334968567,0.7378925085067749,0.46892762184143066,-0.015745455399155617,0.7248907089233398,0.5440222024917603,-0.034938372671604156,0.7081749439239502,0.6130457520484924,-0.038338229060173035,0.6588988900184631,0.5499837398529053,0.010821173898875713,0.6761440634727478,0.45339447259902954,-0.02501050755381584,0.6647670269012451,0.5602291226387024,-0.03362732008099556,0.6550940871238708,0.6317984461784363,-0.026725292205810547,0.5987517833709717,0.5517220497131348,-0.003628520527854562,0.6149920225143433,0.4760526716709137,-0.043829791247844696,0.6135044693946838,0.5842678546905518,-0.03606234863400459,0.608307421207428,0.6536430716514587,-0.015940532088279724,0.5357123613357544,0.565959632396698,-0.01836901716887951,0.55594402551651,0.4822286367416382,-0.04227617755532265,0.5768226981163025,0.5488778948783875,-0.029176920652389526,0.5874750018119812,0.6099611520767212,-0.009706554934382439,X
0.5777305364608765,0.8344708681106567,-6.095013418416784e-07,0.6860779523849487,0.7860945463180542,-0.007948932237923145,0.7569449543952942,0.6790966391563416,-0.006598335690796375,0.7947417497634888,0.5813018083572388,-0.011893893592059612,0.8314892649650574,0.5180876851081848,-0.013604095205664635,0.717756986618042,0.5647114515304565,0.014052126556634903,0.7384352087974548,0.46395403146743774,-0.022869227454066277,0.7260278463363647,0.5461148023605347,-0.040480535477399826,0.7088622450828552,0.6136230230331421,-0.04240337386727333,0.6607308387756348,0.5537087917327881,0.005348952952772379,0.6782416105270386,0.455875039100647,-0.0342259518802166,0.66825932264328,0.5656659603118896,-0.04193262383341789,0.6580072641372681,0.6339638829231262,-0.033751826733350754,0.6008652448654175,0.5554762482643127,-0.009304974228143692,0.6180395483970642,0.4721447229385376,-0.05166949704289436,0.6183106303215027,0.5842997431755066,-0.04096248373389244,0.6136736273765564,0.6530071496963501,-0.01823114976286888,0.5369742512702942,0.568573534488678,-0.024375034496188164,0.5568018555641174,0.4819740056991577,-0.04948335886001587,0.5789905190467834,0.5505427718162537,-0.03585539385676384,0.590924084186554,0.6107057332992554,-0.015515494160354137,X
0.5736240744590759,0.8273303508758545,-5.686532063009508e-07,0.6834948658943176,0.775540292263031,-0.011581073515117168,0.7543937563896179,0.6670023202896118,-0.010825502686202526,0.7923232913017273,0.5649181604385376,-0.01684795506298542,0.8310996294021606,0.4972039461135864,-0.019575750455260277,0.7162613272666931,0.55037522315979,0.022804874926805496,0.7363842129707336,0.4537593126296997,-0.016598958522081375,0.7209535241127014,0.5321531891822815,-0.038405515253543854,0.7027077078819275,0.6040073037147522,-0.04248690605163574,0.6588056087493896,0.536540150642395,0.015300375409424305,0.6775924563407898,0.43845534324645996,-0.02940545044839382,0.6625198721885681,0.5504052639007568,-0.041481953114271164,0.6510190367698669,0.6295244693756104,-0.03376832604408264,0.5976658463478088,0.5363517999649048,0.0006144416402094066,0.6161306500434875,0.4509972929954529,-0.04605289548635483,0.6119461059570312,0.5646942257881165,-0.03771005943417549,0.6067401766777039,0.641353189945221,-0.014210132881999016,0.5322266221046448,0.5496394634246826,-0.014921602793037891,0.5536926984786987,0.4621049761772156,-0.04320749267935753,0.5726548433303833,0.5340657234191895,-0.030862461775541306,0.5834342837333679,0.5991855263710022,-0.009892404079437256,X
0.5828573703765869,0.822589099407196,-5.770353936895845e-07,0.6914001107215881,0.773670494556427,-0.00669782143086195,0.763388454914093,0.6647419929504395,-0.005129595752805471,0.8037285804748535,0.5669910311698914,-0.010521753691136837,0.8431807160377502,0.5046716332435608,-0.012856424786150455,0.727587103843689,0.5459855794906616,0.020227069035172462,0.750779390335083,0.4504721164703369,-0.016819341108202934,0.7346667647361755,0.5295974016189575,-0.03774019703269005,0.7158876061439514,0.6003952026367188,-0.04225590080022812,0.6697751879692078,0.5325772762298584,0.010838405229151249,0.690319836139679,0.4326567053794861,-0.028165992349386215,0.6758162975311279,0.5428439974784851,-0.03739898279309273,0.6641748547554016,0.6188569664955139,-0.029931874945759773,0.6086187958717346,0.53471440076828,-0.004516170360147953,0.6265595555305481,0.44729703664779663,-0.04625195637345314,0.6234843730926514,0.5608757138252258,-0.03461398184299469,0.6177588105201721,0.6343883275985718,-0.011389256455004215,0.5421051979064941,0.5503613948822021,-0.020156312733888626,0.5668784379959106,0.46949732303619385,-0.04558385908603668,0.5808202028274536,0.5457494854927063,-0.029745927080512047,0.5850574970245361,0.6069934368133545,-0.00760210957378149,X
